loan_id,age,employment_status,tenure_months,annual_income,residence_type,dependents,credit_score,delinquencies_12m,inquiries_6m,revolving_utilization,total_open_accounts,months_since_last_delinquency,loan_amount,term_months,interest_rate,installment_amount,purpose,months_on_book,current_balance,missed_payments_3m,days_past_due,payment_to_income_ratio,unemployment_rate,inflation_rate,cash_rate_proxy,region,region_risk_index,default_12m,lgd,ead,ecl_true
24507,29,Self-employed,17,26953.0,Rent,0,750,0,0,0.17371559749224036,8,71,6567.0,24,0.09510128079312022,301.55,Medical,31,328.35,1,21,0.1342559269840092,5.378243558025447,5.96840750671324,4.507591299750294,Regional,1.08,0,0.6400543571390163,328.35,18.551717405362414
24508,40,Employed,50,51915.0,Rent,0,668,1,2,0.2337805457558321,13,16,8898.0,48,0.09559586442191774,223.8,Other,22,4819.75,1,16,0.05173071366657036,5.1625785579374135,3.6103177882425657,3.6164344514824878,Inner Metro,0.95,0,0.670661915573922,4819.75,256.24027323016344
24509,59,Employed,55,117714.0,Rent,1,680,0,3,0.11329094223812147,7,74,40070.0,48,0.1003796929237183,1017.01,Debt Consolidation,11,30887.29,0,0,0.1036760283398746,6.039745782174778,6.184911654845225,4.286906373153394,Regional,1.08,0,0.6277368803424653,30887.29,2361.6469312344375
24510,29,Employed,34,58432.0,Own,1,697,0,3,0.1840796831832116,12,36,14796.0,60,0.09191047546911514,308.51,Car,52,1972.8,0,0,0.06335774917853232,6.647450138488814,2.0,3.224269506709451,Outer Metro,1.0,0,0.5144145179109392,1972.8,63.45916265242227
24511,28,Employed,19,39888.0,Own,0,617,0,1,0.5445255587687922,10,70,6732.0,48,0.1297771413784081,180.53,Medical,6,5890.5,0,0,0.05431107099879663,4.015589061142582,2.0,6.189872893485581,Outer Metro,1.0,0,0.6033118646543315,5890.5,514.9002490205042
24512,36,Employed,60,19515.0,Mortgage,0,720,0,1,0.2700116074040665,9,58,4740.0,24,0.11339543898182262,221.67,Car,42,237.0,0,0,0.13630745580322828,7.3113168689615655,3.8921465543890745,4.957294206310725,Outer Metro,1.0,0,0.614396772039062,237.0,10.40303791510559
24513,45,Employed,138,44362.0,Own,2,660,0,0,0.39056309780963094,4,87,13040.0,60,0.07342864326669693,260.32,Car,48,2608.0,0,0,0.07041702357873855,4.17187681292049,5.301205453543736,5.5027028799212605,Regional,1.08,0,0.5963981498881453,2608.0,247.89794351090623
24514,18,Employed,65,24231.0,Rent,0,766,0,2,0.03420376247925991,6,62,3682.0,48,0.08201417849513798,90.24,Medical,18,2301.25,0,0,0.044689860096570506,4.978884673093893,4.303504648105375,3.7737045033833856,Regional,1.08,0,0.603400333627734,2301.25,26.560001609007774
24515,22,Employed,51,116556.0,Mortgage,2,741,0,1,0.1569470941117914,6,34,15372.0,72,0.08036578614724697,269.8,Medical,52,4270.0,0,0,0.02777720580665088,4.565272244025421,3.8599934267042295,4.983084987416552,Regional,1.08,0,0.5756812777897931,4270.0,108.88590108372709
24516,58,Student,20,25583.0,Rent,1,614,1,2,0.27972480153630713,8,26,3693.0,36,0.1278101273693795,124.04,Debt Consolidation,44,184.65,0,0,0.05818238674119533,7.009305288162368,4.370741064490787,4.372507392472222,Inner Metro,0.95,0,0.6758175299130506,184.65,19.1037710228119
24517,56,Employed,66,128503.0,Rent,1,686,0,1,0.22332050780335994,4,53,31613.0,24,0.06830188229441204,1412.96,Car,53,1580.65,0,0,0.1319464915215987,3.9269565325772904,3.9726411358237628,3.0,Remote,1.18,0,0.6369199260684048,1580.65,30.096492463576503
24518,46,Unemployed,6,21389.0,Mortgage,1,618,2,0,0.3402249022207073,6,18,5994.0,60,0.10781315350485451,129.67,Debt Consolidation,27,3296.7,0,0,0.07274954415821215,6.06105042699721,6.551219105425996,3.305093912076678,Outer Metro,1.0,0,0.645464045258834,3296.7,1288.3752810023698
24519,48,Employed,15,24567.0,Rent,3,647,0,1,0.0764348256581788,9,71,3576.0,36,0.07420611374245153,111.11,Other,49,178.8,0,0,0.05427280498229332,3.0,3.3308227893979163,4.809697285447808,Regional,1.08,0,0.5864067087610322,178.8,3.2290303027841802
24520,36,Employed,28,29515.0,Mortgage,0,621,0,0,0.6844477348105523,3,83,4545.0,48,0.16420962737379963,129.79,Debt Consolidation,22,2461.88,0,0,0.05276910045739454,6.176609823314296,5.656854103246514,6.890768359798782,Regional,1.08,0,0.6139789483942956,2461.88,430.25111119396496
24521,37,Student,14,18000.0,Mortgage,0,751,0,3,0.007079600289291714,10,57,5952.0,36,0.0715038384216037,184.19,Car,31,826.67,1,27,0.12279333333333334,4.970450656394216,3.037715692799626,5.399297377307131,Inner Metro,0.95,0,0.5841385945319458,826.67,11.275816790244889
24522,35,Employed,111,60075.0,Rent,2,654,0,3,0.32852190628298156,2,47,17051.0,48,0.09982117387456288,432.31,Debt Consolidation,53,852.55,0,0,0.08635405742821473,4.750613620704587,3.617719246341087,5.147469699616561,Inner Metro,0.95,0,0.5910984527049663,852.55,39.44547129036217
24523,28,Employed,18,23180.0,Rent,2,651,0,2,0.5333371461742454,6,48,6577.0,72,0.13056667239900335,132.22,Car,16,5115.44,0,0,0.06844866264020708,4.369952007684539,2.7378167196659335,6.007271065542438,Regional,1.08,0,0.6152096759928695,5115.44,393.7458329801583
24524,25,Employed,59,61407.0,Mortgage,1,590,0,2,0.684644269818376,13,25,18459.0,24,0.1313701458629148,878.76,Home Improvement,18,4614.75,0,0,0.171725047633006,5.1200830982750345,5.108600264209981,3.8973476075393347,Regional,1.08,0,0.6265746675889052,4614.75,438.4454418023114
24525,42,Employed,34,56508.0,Mortgage,3,580,0,1,0.5536599632416848,8,37,6917.0,72,0.1421048896470325,143.31,Car,30,4034.92,0,0,0.030433212996389892,4.774046392016065,5.57666768681813,5.0840679002913935,Regional,1.08,0,0.6969765743956272,4034.92,682.4169276792711
24526,26,Unemployed,25,18000.0,Mortgage,0,651,0,2,0.4322409292897204,8,100,2391.0,36,0.09143924709512873,76.19,Car,48,119.55,0,0,0.05079333333333333,3.410921631348237,3.773910141105911,3.346847901014368,Outer Metro,1.0,0,0.6856412093021405,119.55,6.012850155210833
24527,32,Employed,50,26427.0,Rent,1,688,0,2,0.2868085133044908,12,76,4479.0,36,0.08342855700999777,141.07,Debt Consolidation,38,223.95,0,0,0.06405721421273697,4.25815470160739,4.709017019698727,4.498868174669488,Inner Metro,0.95,0,0.6362192377385737,223.95,7.89478088435196
24528,39,Self-employed,62,47389.0,Own,0,607,1,1,0.5190503880859547,9,20,12044.0,48,0.10793154961769091,310.08,Debt Consolidation,17,7778.42,1,17,0.07851948764481208,6.158094902324349,4.166147345564977,3.8150385726218596,Outer Metro,1.0,0,0.6582628769761666,7778.42,1121.100534599242
24529,23,Self-employed,16,28398.0,Own,0,628,1,3,0.4013385732580153,4,0,6866.0,48,0.11433666792510487,178.9,Debt Consolidation,43,715.21,0,0,0.07559687301922671,4.716800726354265,4.772389051299119,5.391115409875185,Inner Metro,0.95,0,0.7167567523032699,715.21,53.7521185413146
24530,54,Employed,30,67403.0,Mortgage,3,701,0,1,0.224864608498269,4,44,17734.0,48,0.07359164865563878,427.62,Car,6,15517.25,0,0,0.0761307360206519,4.251298629426015,5.537376778654739,3.0,Regional,1.08,0,0.6088491344125154,15517.25,187.6816695978693
24531,30,Employed,24,68449.0,Own,0,677,0,2,0.16338885681893212,4,30,11336.0,60,0.057414274580845845,217.8,Medical,41,3589.73,1,23,0.03818317287323409,5.255802302169877,2.5144374650624055,3.5093727788885714,Outer Metro,1.0,0,0.5048159821161556,3589.73,130.6021854085065
24532,39,Employed,52,64279.0,Mortgage,2,743,0,0,0.1258919558942573,10,38,8672.0,72,0.09861883890063262,160.05,Debt Consolidation,19,6383.56,0,0,0.029879120708162857,5.786320229713425,2.62710392596391,5.974590017079617,Inner Metro,0.95,0,0.5342556630202722,6383.56,122.40017826345546
24533,43,Employed,14,71213.0,Own,0,624,1,1,0.14523112436127505,7,22,11691.0,36,0.11997789985600626,388.3,Medical,41,584.55,0,0,0.0654318733939028,5.980169618477153,3.2837428667938307,5.476317222217993,Outer Metro,1.0,0,0.6060758068887779,584.55,57.673171312228064
24534,52,Self-employed,17,47216.0,Mortgage,1,688,0,0,0.47293975101543223,7,62,12086.0,24,0.0923400760216895,553.44,Other,37,604.3,0,0,0.14065740426973908,5.605472144616419,3.42780695569778,4.591208530909824,Regional,1.08,0,0.5611701605319955,604.3,30.050139292429375
24535,51,Employed,36,61718.0,Rent,2,605,1,0,0.6662943538859329,9,20,17735.0,48,0.15930454397343197,501.98,Debt Consolidation,53,886.75,0,0,0.09760134806701448,6.6507497222311995,4.273009577441266,5.01660152293456,Outer Metro,1.0,1,0.6933616718215942,886.75,213.82399592473746
24536,49,Employed,123,40302.0,Own,0,803,0,2,0.15268045670097,7,76,7086.0,36,0.0766923352303776,220.97,Home Improvement,32,787.33,0,0,0.0657942533869287,5.259007565799561,4.014928689040321,4.809659252755461,Inner Metro,0.95,0,0.535015993486497,787.33,8.251338997012393
24537,28,Employed,14,49464.0,Rent,2,661,0,1,0.5626226853083989,4,100,18112.0,36,0.1250086060011224,605.92,Debt Consolidation,30,3018.67,0,0,0.14699660359049005,4.9166762468649825,3.739710899665891,6.847540653824603,Outer Metro,1.0,0,0.6154979051858086,3018.67,242.80071090324472
24538,31,Employed,26,49716.0,Rent,1,683,0,1,0.5492019440128184,4,75,5847.0,60,0.12939148342269335,132.86,Car,13,4580.15,0,0,0.032068549360366884,6.248139024021794,3.903797800436289,4.756620218914505,Outer Metro,1.0,1,0.6511048298940547,4580.15,704.2615088678831
24539,25,Employed,66,91367.0,Rent,0,704,0,3,0.3460192763478941,3,29,24112.0,72,0.09815669764898959,444.46,Car,10,20763.11,0,0,0.0583746867030766,4.34977061485764,4.288520918889377,4.947698240909913,Inner Metro,0.95,0,0.6587714632866027,20763.11,638.6477280863634
24540,44,Unemployed,33,19226.0,Own,0,542,3,0,0.6257649941359682,9,14,3608.0,60,0.11943758044052503,80.16,Home Improvement,13,2826.27,0,0,0.050032247997503373,4.714989798523257,3.0030884972548355,3.996423743137409,Outer Metro,1.0,1,0.6908379806584439,2826.27,1447.5428113311366
24541,31,Employed,73,112450.0,Rent,1,618,1,1,0.31211948323501604,6,3,17759.0,24,0.07322846483465935,797.72,Medical,27,887.95,0,0,0.08512796798577145,3.288297398453804,2.0,4.583470705697079,Inner Metro,0.95,0,0.6768871371287726,887.95,55.93469429006047
24542,23,Employed,49,30661.0,Rent,2,639,0,3,0.435561519918462,2,59,2902.0,36,0.1335191789364689,98.27,Medical,0,2902.0,0,0,0.0384605851081178,7.376661589558951,2.822615628762824,3.1092343798376554,Outer Metro,1.0,1,0.631962133328529,2902.0,336.19465154973665
24543,20,Employed,51,31093.0,Mortgage,1,582,1,1,0.39939279378185355,9,29,5376.0,72,0.1272051047717683,107.13,Car,21,3808.0,0,0,0.04134564049786125,7.702475855842099,5.440940649015028,4.739473719885191,Inner Metro,0.95,0,0.6837191481013528,3808.0,1252.0278034281537
24544,52,Employed,12,64986.0,Rent,1,649,0,4,0.12408292857275344,6,66,15719.0,48,0.08228762613486311,385.44,Medical,19,9496.9,0,0,0.07117348351952728,4.989973434991557,2.0,4.969977773469479,Outer Metro,1.0,0,0.5683246141843352,9496.9,222.33413124415813
24545,18,Employed,28,18000.0,Mortgage,1,620,0,1,0.6440082286078025,9,45,3482.0,60,0.1316637276027604,79.52,Debt Consolidation,20,2321.33,0,0,0.05301333333333333,6.1161576158596676,5.4741909198278265,4.786530767569294,Outer Metro,1.0,0,0.5902053394388893,2321.33,439.31452816547926
24546,62,Self-employed,21,54860.0,Mortgage,0,664,0,2,0.16668239418339248,5,36,20682.0,36,0.1219364161466718,688.85,Home Improvement,47,1034.1,0,0,0.150678089682829,6.039467230337055,3.262697190921309,5.7536249758374165,Outer Metro,1.0,1,0.5490787875976215,1034.1,30.702272644220212
24547,49,Employed,35,109167.0,Rent,2,680,0,3,0.23013282724783934,3,57,15042.0,36,0.11527902084657023,496.22,Car,40,752.1,0,0,0.054546154057544864,5.427279751864512,5.106924911015149,5.879285970787631,Inner Metro,0.95,0,0.6281679302274547,752.1,40.768166002367316
24548,29,Employed,73,54234.0,Mortgage,1,710,0,1,0.34286861775555644,13,61,12464.0,48,0.12089667285898369,328.77,Debt Consolidation,47,623.2,0,0,0.07274477265184201,6.658577419627319,2.6723673419135903,5.958287750937061,Inner Metro,0.95,0,0.6061155674110682,623.2,18.83401720145746
24549,35,Employed,14,61303.0,Mortgage,1,665,0,3,0.4262714812398562,6,39,12395.0,48,0.07042868421158964,297.06,Debt Consolidation,39,2324.06,1,30,0.058149193351059496,3.6822086881809994,2.0,3.3637527042274717,Regional,1.08,0,0.61777679483574,2324.06,124.98777232307332
24550,39,Self-employed,42,79177.0,Rent,0,674,0,0,0.29724046629211537,6,51,13976.0,36,0.08173674345992502,439.08,Other,32,1552.89,0,0,0.06654659812824432,4.978186403928578,2.8838389399636086,5.365735711776119,Regional,1.08,0,0.6366937669322432,1552.89,63.42817433502719
24551,38,Employed,61,53336.0,Rent,1,536,3,3,0.4822453287676339,12,18,13181.0,36,0.10731543931101158,429.86,Debt Consolidation,33,1098.42,0,0,0.09671366431678416,3.0,3.82852799245611,5.092955848866442,Inner Metro,0.95,1,0.7233571400070274,1098.42,191.45541937359567
24552,34,Self-employed,16,23730.0,Own,2,728,0,0,0.33982011636725085,11,51,6883.0,60,0.07905021400783947,139.25,Car,22,4359.23,0,0,0.07041719342604298,3.986759811187519,4.5031589176471805,5.455042966370179,Inner Metro,0.95,0,0.550999464259699,4359.23,141.03174851385384
24553,36,Employed,50,204126.0,Rent,0,590,1,1,0.44053927592483677,6,10,37285.0,48,0.07153583728257759,895.49,Debt Consolidation,12,27963.75,0,0,0.05264336733194204,3.2491806340582032,2.162363843516202,4.312703442050993,Regional,1.08,0,0.6256156216374222,27963.75,3299.866815440464
24554,53,Employed,58,66042.0,Rent,0,763,0,1,0.16558391522874077,12,57,21561.0,36,0.08206207690784406,677.7,Debt Consolidation,56,1078.05,0,0,0.12313982011447262,3.0,4.490370491619254,4.600354588223051,Inner Metro,0.95,0,0.6052798588129826,1078.05,10.667902662298859
24555,51,Employed,42,44039.0,Rent,5,669,0,2,0.8110925100220434,6,45,8641.0,60,0.1359346742142782,199.24,Car,34,3744.43,0,0,0.054290061082222583,4.605519104379444,4.035693603677648,3.7706121963350117,Remote,1.18,0,0.6365958958999537,3744.43,333.35782078428997
24556,50,Employed,8,69168.0,Mortgage,1,628,0,1,0.35251626371860884,5,56,12436.0,24,0.13720889995577606,595.45,Other,36,621.8,0,0,0.10330499653018738,5.637861584669461,3.1976697996155448,5.86454437234154,Regional,1.08,0,0.6067612474993621,621.8,52.67290459597511
24557,49,Employed,2,103239.0,Mortgage,0,634,0,0,0.37038021225596507,6,62,18072.0,60,0.11654438355697794,398.85,Debt Consolidation,1,17770.8,0,0,0.04636038706302851,4.401700990744443,4.151866432416123,4.589942426788413,Inner Metro,0.95,0,0.6335321243488202,17770.8,756.8115537842241
24558,28,Employed,115,56941.0,Own,0,700,0,2,0.0829745807380941,9,54,19429.0,60,0.09347947417553812,406.6,Debt Consolidation,24,11657.4,0,0,0.0856886953162045,4.545883718515273,4.116357749073886,6.205088034534864,Inner Metro,0.95,0,0.5674378302809309,11657.4,246.21247401475003
24559,29,Employed,54,55198.0,Own,2,609,0,0,0.3483140187939838,6,65,6847.0,72,0.0773381490142435,119.16,Home Improvement,34,3613.69,0,0,0.025905286423421138,4.318331514132912,4.684763076745746,3.3661404074559442,Remote,1.18,1,0.6507634406739398,3613.69,489.0774809430103
24560,36,Self-employed,56,48383.0,Own,1,584,2,1,0.6142849659975926,5,7,13477.0,72,0.12303587449568436,265.61,Other,52,3743.61,0,0,0.06587685757394127,5.368476199050468,4.2611202430130835,4.677041767567835,Inner Metro,0.95,1,0.6830144121084434,3743.61,1326.1116641683523
24561,37,Student,7,29289.0,Rent,1,721,0,2,0.21663947431900593,16,67,5460.0,36,0.08915512317986432,173.41,Car,38,273.0,0,0,0.07104783365768719,4.474574218190225,4.1369956909827,4.58910914973929,Outer Metro,1.0,0,0.6336282869648395,273.0,11.489273846530608
24562,31,Employed,40,20787.0,Rent,0,599,2,1,0.4372764091641346,4,2,3048.0,60,0.09089172413656305,63.4,Medical,52,406.4,0,0,0.03659979795064223,3.9921319680636493,6.571296041842585,3.0,Inner Metro,0.95,0,0.6980076040558514,406.4,87.76361684612063
24563,44,Self-employed,7,56361.0,Own,2,678,1,1,0.1486798752323632,8,12,6121.0,36,0.10597133637375743,199.23,Car,55,306.05,0,0,0.042418693777612176,6.318787541602793,2.0,5.22913923884293,Outer Metro,1.0,0,0.6193976334030963,306.05,15.242105426268918
24564,45,Employed,54,41658.0,Rent,1,568,1,0,0.22940701541698735,6,1,10624.0,72,0.10410891927713686,199.03,Debt Consolidation,42,4426.67,0,0,0.0573325651735561,4.1532044839398505,2.3061971973925455,5.6384540234369,Regional,1.08,0,0.65614850831522,4426.67,247.29541198761197
24565,24,Employed,27,28037.0,Rent,3,659,0,1,0.2625886643649549,9,61,7430.0,60,0.08415091928014554,152.13,Other,6,6687.0,0,0,0.06511252987124158,3.6738047571913635,5.417029270007878,3.76594144821159,Outer Metro,1.0,0,0.619206620290995,6687.0,377.02191871447815
24566,49,Student,56,31284.0,Rent,1,617,1,3,0.25793623813877214,9,11,4508.0,48,0.11636832249429964,117.91,Car,57,225.4,0,0,0.04522823168392789,6.087897115831283,2.093747702084947,4.532592316339491,Inner Metro,0.95,0,0.6950344396162851,225.4,24.542003783819908
24567,39,Employed,16,32118.0,Rent,1,688,1,0,0.17179145777840749,13,8,6210.0,36,0.06356652304570705,189.93,Debt Consolidation,26,1725.0,0,0,0.07096207733980946,3.1794484033735033,5.165568739338566,3.703763871522429,Outer Metro,1.0,0,0.7394062335891574,1725.0,33.391556626313196
24568,44,Employed,74,41083.0,Rent,1,552,1,3,0.6917304815368329,14,17,10426.0,48,0.17255148566478773,302.22,Other,44,868.83,0,0,0.08827592921646424,6.67522074845512,4.415400704350701,5.8254851919264725,Outer Metro,1.0,1,0.6651658824552323,868.83,262.04155859884213
24569,51,Employed,43,45000.0,Mortgage,2,709,0,1,0.04923911015770073,11,64,10728.0,24,0.058932260817653744,474.96,Medical,16,3576.0,0,0,0.126656,3.96879629026074,2.300347295655547,3.0,Inner Metro,0.95,0,0.6420586523023766,3576.0,41.05534401527817
24570,48,Self-employed,58,41723.0,Rent,0,663,0,1,0.43904177734978045,6,57,4180.0,48,0.1004098743573074,106.1,Medical,52,209.0,0,0,0.030515542985883087,5.296202046425747,5.287580222608059,3.0,Regional,1.08,0,0.6203914116950954,209.0,15.470520266248394
24571,45,Employed,49,38449.0,Mortgage,2,682,0,1,0.32058601901831335,13,63,6326.0,72,0.08714344985326614,113.13,Car,37,3075.14,0,0,0.03530807043096049,4.00649830132864,5.544948864300187,5.283465992576002,Outer Metro,1.0,0,0.6436102733735397,3075.14,232.1137656007711
24572,49,Employed,30,27609.0,Rent,1,714,0,1,0.3796499135338455,6,33,3867.0,36,0.08851866287906725,122.7,Debt Consolidation,48,193.35,0,0,0.05333043572748017,5.215537717958285,4.040633252245549,5.005256822587824,Inner Metro,0.95,0,0.5658921231533216,193.35,3.6317791481275186
24573,34,Self-employed,66,21587.0,Own,1,603,1,1,0.30085338286851343,10,4,3962.0,60,0.11775381012128716,87.68,Debt Consolidation,2,3829.93,0,0,0.048740445638578773,4.574798339773448,3.87147989511874,5.126411228704533,Remote,1.18,0,0.6762045507417319,3829.93,550.8357039912266
24574,49,Employed,33,39141.0,Own,1,727,0,0,0.42657201681102536,7,82,4539.0,60,0.08323600601992492,92.74,Medical,30,2269.5,0,0,0.028432589867402467,4.02097515363414,5.68679179611993,4.776433391600441,Inner Metro,0.95,1,0.6312037332904206,2269.5,109.35224640136411
24575,27,Self-employed,58,62161.0,Mortgage,3,750,0,2,0.10542734363423627,5,44,16428.0,48,0.05717173764886228,383.69,Car,7,14032.25,0,0,0.0740702369652998,3.2756544610499523,2.0,5.4904427246913965,Inner Metro,0.95,0,0.5550476546190392,14032.25,139.46142507250886
24576,33,Employed,23,45509.0,Rent,0,621,0,3,0.5876668391159121,6,72,14550.0,60,0.1120640403571788,317.85,Debt Consolidation,51,2182.5,0,0,0.08381199323210795,4.551081414855666,4.903363248078758,4.54791221872097,Inner Metro,0.95,0,0.6495929088278617,2182.5,260.39048123501357
24577,18,Employed,118,65235.0,Mortgage,1,727,0,0,0.13497916884254021,5,37,7090.0,36,0.10290837929301014,229.74,Debt Consolidation,18,3545.0,0,0,0.04226074959760865,5.77005987128358,2.1258008139815248,4.143121113265674,Inner Metro,0.95,0,0.6087050358456674,3545.0,58.007894017146256
24578,53,Employed,73,39627.0,Rent,0,512,2,2,0.6830760153229294,9,7,7719.0,36,0.15032571729089736,267.7,Debt Consolidation,17,4073.92,1,16,0.0810659398894693,6.009240005660072,4.75470933604299,6.453364724780771,Inner Metro,0.95,0,0.6463395346219065,4073.92,1790.114812619416
24579,36,Employed,56,92441.0,Mortgage,1,668,1,2,0.41855112276776013,9,1,18064.0,60,0.08953413353049838,374.57,Other,55,1505.33,0,0,0.0486238790147229,4.337682060256801,3.832097152823044,4.91944855292483,Inner Metro,0.95,0,0.6159683764252757,1505.33,136.1069315207444
24580,32,Employed,112,43297.0,Own,2,765,0,0,0.48271718073193826,8,62,6451.0,36,0.08834038948643189,204.64,Other,38,322.55,0,0,0.05671709356306441,4.340528390226275,3.955694458340003,4.130073716257026,Regional,1.08,0,0.6465376516591439,322.55,6.244017860619655
24581,40,Employed,22,18371.0,Rent,0,662,0,0,0.46725054589018283,12,39,3769.0,36,0.10759306297752912,122.96,Debt Consolidation,23,1361.03,0,0,0.08031789233030319,4.990806841823538,6.140453278724954,4.382349295318196,Outer Metro,1.0,1,0.5890018188344188,1361.03,111.69136609014575
24582,39,Employed,51,32324.0,Rent,0,597,0,4,0.30390220742595,5,57,7480.0,36,0.09783588160544394,240.6,Debt Consolidation,18,3740.0,0,0,0.08932062863506993,5.201652930005113,2.0,3.416193869635805,Inner Metro,0.95,0,0.5800472346228664,3740.0,277.44928334488395
24583,18,Unemployed,16,20594.0,Own,0,584,1,2,0.4490045379189675,5,9,6311.0,36,0.13475396481925817,214.09,Car,37,315.55,0,0,0.12474895600660386,5.196084825698372,4.93436941751627,5.940454389742244,Outer Metro,1.0,0,0.6701412526812474,315.55,81.51975019851757
24584,41,Employed,61,54044.0,Mortgage,2,659,0,1,0.35006847326013285,5,53,15522.0,36,0.08082235194931617,486.99,Other,16,8623.33,1,23,0.10813189253201094,4.679337911312697,3.907440917617731,3.4869284370519855,Outer Metro,1.0,0,0.5904072489259267,8623.33,558.8417283754869
24585,54,Unemployed,11,24222.0,Mortgage,2,654,0,2,0.3022305012687286,13,39,3498.0,36,0.10799976215344631,114.19,Debt Consolidation,37,174.9,0,0,0.05657171166707951,4.761355732961732,4.129938459632736,4.514957136151958,Outer Metro,1.0,1,0.6269699046560672,174.9,27.89998343809365
24586,41,Employed,41,65370.0,Rent,0,693,1,3,0.3787205457421372,5,3,13815.0,36,0.10816293874964714,451.08,Home Improvement,53,690.75,1,24,0.08280495640201928,4.855293181505348,5.11592435404428,4.899132804967794,Remote,1.18,0,0.6670705282191309,690.75,46.450048655334314
24587,33,Employed,82,47839.0,Rent,0,656,1,1,0.42168342972262884,10,0,13350.0,60,0.07012329240536136,264.42,Other,57,667.5,1,24,0.06632747340036373,3.0,5.050056538925936,3.0,Inner Metro,0.95,0,0.6772145446214777,667.5,68.49152400926327
24588,36,Student,9,18000.0,Rent,0,647,0,1,0.2790043024957579,9,47,2904.0,36,0.07672104718560616,90.56,Car,11,2016.67,0,0,0.060373333333333334,4.713284275762625,4.809886308461445,4.192117093873551,Inner Metro,0.95,0,0.6406900515970261,2016.67,112.01195598344154
24589,39,Employed,74,48797.0,Rent,3,558,0,1,0.518431861031826,14,64,15957.0,36,0.12177880304054392,531.36,Debt Consolidation,44,797.85,0,0,0.13067032809394022,6.138557341754517,2.868442320487577,4.543573221959869,Inner Metro,0.95,0,0.6771407387657358,797.85,108.32982285504066
24590,45,Unemployed,16,18000.0,Rent,1,583,0,1,0.20263882599826005,9,69,2137.0,24,0.12676625292618932,101.27,Car,41,106.85,0,0,0.06751333333333333,6.871896999066524,4.803157148552427,3.7970151452753154,Inner Metro,0.95,0,0.6567663446197651,106.85,20.75461180250677
24591,41,Employed,17,28091.0,Mortgage,0,630,0,0,0.49148704287305495,9,64,3723.0,36,0.14505659848797114,128.16,Home Improvement,54,186.15,0,0,0.05474778398775409,6.61171522382484,4.989089048869991,4.111168891422953,Outer Metro,1.0,0,0.6305319208510048,186.15,19.0073716768865
24592,23,Student,20,26455.0,Rent,1,611,0,0,0.3563847903567718,14,100,5771.0,36,0.11810957033460169,191.16,Debt Consolidation,51,288.55,0,0,0.0867102627102627,5.308096204393333,4.654111025601361,5.116475611537689,Inner Metro,0.95,0,0.5950930080272367,288.55,21.06155092501599
24593,37,Employed,63,42066.0,Mortgage,2,631,0,0,0.7475940417332501,5,53,11591.0,36,0.11935934353247829,384.63,Debt Consolidation,41,579.55,0,0,0.10972186563970902,3.7733450233681367,4.821649741060013,5.678208745526673,Outer Metro,1.0,1,0.6067153118790368,579.55,64.95591304972909
24594,48,Employed,28,71727.0,Rent,2,668,0,1,0.5050022562822822,12,42,23633.0,24,0.1147259865466002,1106.68,Debt Consolidation,7,16740.04,0,0,0.18514868877828433,4.542774875666631,4.125754577831048,4.805860581452234,Regional,1.08,0,0.6624308459042099,16740.04,1949.5067619772403
24595,40,Self-employed,11,89087.0,Own,2,604,1,1,0.27096868562059856,5,1,18839.0,36,0.07464736198705903,585.7,Debt Consolidation,15,10989.42,0,0,0.07889366574247646,4.285805494065447,2.4896335270859273,3.0,Regional,1.08,0,0.6858165566758376,10989.42,771.3152989774989
24596,20,Self-employed,13,28594.0,Rent,0,655,0,1,0.6295738218122476,7,53,4380.0,60,0.08415391680484663,89.68,Debt Consolidation,8,3796.0,1,18,0.03763586766454501,3.5091483429577557,3.4739336150621583,3.923859148680277,Outer Metro,1.0,0,0.6232292992537882,3796.0,262.77253300977935
24597,35,Employed,39,60484.0,Rent,0,658,0,1,0.4243111832470856,7,62,8287.0,48,0.08490279039280385,204.22,Debt Consolidation,45,517.94,0,0,0.040517161563388665,4.069506625280591,3.393389563259558,3.8472106036876963,Outer Metro,1.0,0,0.6103061029858508,517.94,17.422025206020614
24598,30,Employed,74,42220.0,Mortgage,1,688,0,1,0.2702845003869654,4,75,10558.0,36,0.06507961065670931,323.63,Home Improvement,58,527.9,0,0,0.09198389388915205,4.325346877664357,4.037909661125271,3.265934567948262,Outer Metro,1.0,0,0.5689101394276621,527.9,17.420603061675372
24599,38,Employed,76,24590.0,Mortgage,0,789,0,2,0.16039507929564079,10,37,4528.0,48,0.05755832150880546,105.83,Other,33,1415.0,0,0,0.05164538430256202,3.526283678974213,3.4828973800246876,3.0392559668952446,Outer Metro,1.0,0,0.635848099522347,1415.0,12.096585924705526
24600,41,Employed,58,51014.0,Mortgage,0,563,2,2,0.8185189870524395,3,0,17893.0,24,0.16730905444144725,882.36,Debt Consolidation,19,3727.71,0,0,0.2075571411769318,6.319334553082487,6.348179234846542,4.715434990554191,Inner Metro,0.95,1,0.6778806172442595,3727.71,1927.451046627231
24601,36,Employed,51,24944.0,Rent,1,691,0,3,0.1802446117015074,7,40,4171.0,36,0.09922395513534964,134.43,Debt Consolidation,21,1737.92,0,0,0.0646712636305324,5.930893476767356,4.59211336674109,3.8797532231777234,Inner Metro,0.95,0,0.6130081731795879,1737.92,64.4557934712022
